recipeID,quantity,unit,ingredient_NER,ingredient_Key_ingredient,rest of ingredient,metric_qty
120592,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
120598,2.0,cups,ham,ham, ham,0.472
120598,0.5,cups,onion,onion, onion,0.118
120604,2.0,packages,broccoli,broccoli, chopped broccoli,1.0
120604,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
120664,1.0,bunches,broccoli,broccoli, of broccoli,0.5
120664,1.0,lbs,bacon,bacon," bacon, fried crisp & crumbled (I use 1 can of the prepared real bacon pieces)",0.453
120670,1.0,tablespoons,onion,onion, grated onion,0.014
120670,1.0,teaspoons,mustard,mustard, prepared mustard,0.005
120674,1.0,cups,onion,onion, chopped onion,0.236
120674,1.0,ounces,macaroni,macaroni, pkg. macaroni,0.028
120685,4.0,cups,chicken,chicken," cooked chicken, chopped",0.944
120685,2.0,tablespoons,onion,onion, grated onion,0.028
120685,1.0,cups,mayonnaise,mayonnaise, Hellmann's mayonnaise,0.236
120701,1.0,cups,onion,onion, chopped onion,0.236
120701,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
120703,0.5,cups,mayonnaise,mayonnaise, mayonnaise or salad dressing,0.118
120703,2.0,tablespoons,onion,onion, chopped onion,0.028
120706,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
120706,1.0,tablespoons,onion,onion," minced onion, dried",0.014
120709,0.5,cups,pineapple,pineapple, pineapple-orange-banana juice,0.118
120709,1.5,lbs,chicken,chicken," boneless, skinless chicken, cut into 1-inch pieces",0.6795
120709,2.0,cups,pineapple,pineapple, pineapple chunks,0.472
120714,2.0,packages,broccoli,broccoli, (10 oz.) frozen chopped broccoli,1.0
120714,0.5,cups,onion,onion, chopped onion,0.118
120725,1.0,cups,chicken,chicken, chopped cooked ham or uncooked chicken (2 breast halves),0.236
120725,1.0,cups,onion,onion, chopped onion,0.236
120771,0.25,cups,onion,onion, chopped onion,0.059
120771,4.0,cups,cabbage,cabbage, shredded cabbage,0.944
120784,1.0,cups,tomato,tomato, tomato,0.236
120784,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
120824,0.5,heads,cabbage,cabbage, cabbage,0.5
120824,1.0,packages,chicken,chicken, chicken or onion Top Ramen noodles,0.5
120833,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
120833,1.5,cups,cabbage,cabbage, finely shredded cabbage,0.354
120833,1.0,tablespoons,onion,onion," onion, diced",0.014
120838,1.0,packages,beef,beef," smoked dried beef, chopped fine",0.5
120838,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
120841,1.0,lbs,hamburger,hamburger, hamburger,0.453
120841,1.0,lbs,sausage,sausage, sausage,0.453
120872,0.75,cups,onion,onion, chopped onion,0.177
120872,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
120886,8.0,ounces,ham,ham, baked ham,0.224
120886,8.0,ounces,sauerkraut,sauerkraut," sauerkraut, drained",0.224
120901,0.25,cups,onion,onion," onion, chopped",0.059
120901,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
120961,0.75,lbs,hamburger,hamburger, hamburger,0.33975
120961,0.75,lbs,sausage,sausage, sausage,0.33975
120972,1.5,ounces,pineapple,pineapple," can crushed pineapple, drained",0.042
120972,2.0,tablespoons,onion,onion, chopped onion,0.028
120974,0.25,cups,onion,onion," onion, chopped*",0.059
120974,4.0,ounces,sausage,sausage, sausage*,0.112
120990,1.0,lbs,ham,ham," ham, diced",0.453
120990,0.5,teaspoons,mustard,mustard, mustard,0.0025
121009,3.0,ounces,pork,pork, cans pork and beans,0.084
121009,0.5,lbs,bacon,bacon," bacon, cut in pieces",0.2265
121009,0.5,cups,onion,onion, chopped onion,0.118
121009,2.0,tablespoons,mustard,mustard, mustard,0.028
121025,1.0,ounces,broccoli,broccoli, pkg. broccoli,0.028
121025,1.0,teaspoons,onion,onion, minced onion,0.005
121032,2.0,bunches,broccoli,broccoli, broccoli,1.0
121032,1.0,heads,cauliflower,cauliflower, cauliflower,1.0
121033,0.75,lbs,hamburger,hamburger, hamburger,0.33975
121033,0.5,cups,onion,onion, finely chopped onion,0.118
121033,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
121047,1.0,lbs,sausage,sausage, sausage,0.453
121047,0.5,cups,onion,onion," onion, chopped",0.118
121051,3.0,lbs,chicken,chicken, chicken,1.359
121051,0.25,cups,onion,onion, chopped onion or 1 Tbsp. minced onion,0.059
121053,3.0,cups,chicken,chicken," chopped, cooked chicken",0.708
121053,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
121053,2.0,tablespoons,onion,onion, chopped onion,0.028
121075,2.0,packages,spinach,spinach," thawed, frozen chopped spinach",1.0
121075,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121085,0.3333333333333333,cups,onion,onion, thinly sliced onion rings,0.07866666666666666
121085,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
121085,0.75,cups,cheese,cheese, coarsely grated cheese,0.177
121093,1.0,lbs,hamburger,hamburger, hamburger meat,0.453
121093,1.0,jars,sauce,sauce, Pizza Quick sauce (traditional),0.5
121093,1.0,cups,macaroni,macaroni, cooked macaroni,0.236
121096,1.0,ounces,macaroni,macaroni, box macaroni,0.028
121096,1.5,cups,chicken,chicken, diced cooked chicken,0.354
121096,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121096,0.25,cups,onion,onion, chopped onion,0.059
121112,2.5,ounces,tuna,tuna," cans canned tuna, drained",0.07
121112,0.5,cups,onion,onion," onion, chopped",0.118
121112,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121138,1.0,tablespoons,mustard,mustard, mustard,0.014
121138,0.5,lbs,bacon,bacon," bacon, cooked and crumbled",0.2265
121149,2.0,lbs,hamburger,hamburger, hamburger,0.906
121149,0.25,cups,onion,onion, chopped onion,0.059
121165,1.0,teaspoons,honey,honey, honey,0.005
121165,2.0,tablespoons,mustard,mustard, Dijon mustard,0.028
121185,0.25,lbs,sausage,sausage, sausage,0.11325
121185,1.0,lbs,bacon,bacon," bacon, cut in thirds",0.453
121207,1.0,ounces,pineapple,pineapple, can crushed pineapple,0.028
121207,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121220,1.0,lbs,chicken,chicken," frying chicken, disjointed",0.453
121220,1.0,tablespoons,onion,onion, instant minced onion,0.014
121238,2.0,cups,ham,ham, diced boiled ham,0.472
121238,1.0,lbs,shrimp,shrimp, fresh or frozen shrimp,0.453
121266,1.0,bunches,broccoli,broccoli," broccoli, cut into small pieces",0.5
121266,0.5,lbs,bacon,bacon," bacon, fried and crumbled",0.2265
121266,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121271,12.0,lbs,ham,ham, ham,5.436
121271,1.0,tablespoons,mustard,mustard, dry mustard,0.014
121295,2.0,cups,chicken,chicken," chopped, cooked chicken",0.472
121295,1.0,ounces,broccoli,broccoli," pkg. frozen chopped broccoli, thawed and drained",0.028
121322,1.5,lbs,hamburger,hamburger, hamburger,0.6795
121322,1.0,ounces,pork,pork, can pork and beans,0.028
121327,2.0,ounces,shrimp,shrimp," cans small shrimp, rinsed",0.056
121327,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121360,1.0,teaspoons,onion,onion, grated onion,0.005
121360,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121366,4.0,cups,mayonnaise,mayonnaise, mayonnaise,0.944
121366,1.0,cups,mustard,mustard, prepared mustard,0.236
121368,2.0,packages,broccoli,broccoli, chopped broccoli,1.0
121368,2.0,cups,ham,ham, chopped ham or Spam,0.472
121378,3.0,cups,chicken,chicken, diced chicken,0.708
121378,2.0,ounces,broccoli,broccoli, pkg. chopped broccoli (uncooked),0.056
121378,3.0,tablespoons,onion,onion," onion, sauteed in butter",0.042
121404,0.5,teaspoons,onion,onion, minced onion,0.0025
121404,1.0,cups,shrimp,shrimp," drained, chopped shrimp",0.236
121405,0.25,lbs,bacon,bacon," bacon, browned and crumbled",0.11325
121405,1.0,cups,onion,onion," onion, chopped",0.236
121411,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121411,1.0,packages,spinach,spinach," frozen chopped spinach, thawed and squeezed dry",0.5
121437,6.0,ounces,sausage,sausage, Low-fat smoked sausage,0.168
121437,1.0,cups,onion,onion," onion, chopped",0.236
121437,1.5,ounces,tomato,tomato, can stewed tomato,0.042
121450,0.5,lbs,sausage,sausage, sausage,0.2265
121450,0.25,cups,onion,onion, chopped onion,0.059
121450,1.0,cups,ham,ham, chopped ham,0.236
121460,0.75,lbs,shrimp,shrimp," shrimp, peeled, cleaned and cooked (small size or cut into small pieces)",0.33975
121460,3.0,tablespoons,onion,onion, chopped onion,0.042
121471,1.0,lbs,sausage,sausage," Jimmy Dean sausage, cooked, crumbled and drained",0.453
121471,16.0,ounces,bread,bread," day old bread, cubed",0.448
121473,1.0,ounces,macaroni,macaroni," pkg. macaroni, cooked and drained (about 4 c.)",0.028
121473,0.25,cups,onion,onion, chopped onion,0.059
121475,1.0,tablespoons,honey,honey, honey,0.014
121475,1.0,tablespoons,onion,onion, dried chopped onion,0.014
121484,0.5,cups,onion,onion, chopped onion,0.118
121484,1.0,teaspoons,mustard,mustard, mustard,0.005
121487,2.0,bunches,broccoli,broccoli, broccoli,1.0
121487,2.0,heads,cauliflower,cauliflower, cauliflower,2.0
121515,2.0,lbs,sausage,sausage, sausage,0.906
121515,2.0,teaspoons,mustard,mustard, mustard,0.01
121515,6.0,tablespoons,onion,onion, chopped onion,0.084
121519,4.0,cups,pork,pork, canned pork and beans,0.944
121519,2.0,tablespoons,mustard,mustard, prepared mustard,0.028
121541,1.0,lbs,hamburger,hamburger, hamburger,0.453
121541,0.5,cups,onion,onion, chopped onion,0.118
121541,1.0,tablespoons,mustard,mustard, mustard,0.014
121587,1.0,bunches,broccoli,broccoli," broccoli, separated into florets",0.5
121587,1.0,heads,cauliflower,cauliflower," cauliflower, separated into florets",1.0
121587,0.3333333333333333,cups,onion,onion, chopped onion,0.07866666666666666
121587,1.0,cups,mayonnaise,mayonnaise, mayonnaise or salad dressing,0.236
121590,4.0,cups,cabbage,cabbage, chopped cabbage,0.944
121590,1.0,cups,onion,onion, chopped onion,0.236
121594,0.5,cups,onion,onion, chopped onion,0.118
121594,1.0,cups,pineapple,pineapple, drained pineapple chunks,0.236
121594,3.0,lbs,chicken,chicken, cut up chicken,1.359
121631,0.25,cups,onion,onion, chopped onion,0.059
121631,3.0,cups,chicken,chicken," chicken, cubed",0.708
121631,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121647,0.25,cups,onion,onion, finely chopped onion,0.059
121647,1.0,tablespoons,onion,onion, finely chopped onion,0.014
121673,3.0,cups,chicken,chicken," chicken, cooked",0.708
121673,0.25,cups,onion,onion," onion, diced",0.059
121690,2.0,tablespoons,onion,onion, minced onion,0.028
121690,6.0,cups,chicken,chicken," cooked, diced chicken",1.416
121691,1.25,cups,mayonnaise,mayonnaise, mayonnaise,0.295
121691,0.125,cups,onion,onion, minced onion,0.0295
121691,3.0,cups,chicken,chicken," cooked chicken, diced",0.708
121691,1.5,cups,pineapple,pineapple," pineapple chunks, drained",0.354
121700,2.0,lbs,pork,pork, cans pork and beans,0.906
121700,0.5,teaspoons,mustard,mustard, mustard,0.0025
121736,4.0,cups,mayonnaise,mayonnaise, mayonnaise,0.944
121736,4.0,tablespoons,mustard,mustard, mustard,0.056
121766,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121766,1.0,cups,cabbage,cabbage, shredded cabbage,0.236
121766,1.0,cups,pineapple,pineapple, crushed pineapple,0.236
121774,2.0,lbs,hamburger,hamburger, hamburger,0.906
121774,1.0,tablespoons,mustard,mustard, mustard,0.014
121777,1.0,cups,onion,onion, onion,0.236
121777,2.0,tablespoons,mustard,mustard, mustard,0.028
121785,2.0,tablespoons,onion,onion, grated or minced onion,0.028
121785,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121790,0.5,lbs,hamburger,hamburger, hamburger,0.2265
121790,0.5,lbs,bacon,bacon," bacon, chopped",0.2265
121790,1.0,cups,onion,onion, onion,0.236
121798,1.0,tablespoons,onion,onion, dried minced onion,0.014
121798,1.0,cups,ham,ham," diced ham or 8 to 10 slices bacon, cooked and crumbled",0.236
121802,1.0,teaspoons,onion,onion, chopped onion,0.005
121802,1.0,teaspoons,onion,onion, minced onion,0.005
121822,0.75,cups,onion,onion, chopped onion,0.177
121822,2.0,teaspoons,mustard,mustard, mustard,0.01
121824,2.0,cups,sausage,sausage, smoked sausage,0.472
121824,0.25,cups,onion,onion," onion, chopped",0.059
121828,1.5,lbs,shrimp,shrimp, shrimp (Delchamps Cajun steamed and peeled-call ahead),0.6795
121828,0.5,cups,onion,onion, minced onion,0.118
121828,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121834,0.5,cups,onion,onion," onion, chopped",0.118
121834,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121837,2.0,cups,chicken,chicken," cooked chicken, cut in chunks",0.472
121837,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
121869,0.75,cups,pumpkin,pumpkin, pumpkin,0.177
121869,0.3333333333333333,cups,honey,honey, honey or molasses,0.07866666666666666
121880,0.25,cups,onion,onion, chopped onion,0.059
121880,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
121889,2.0,packages,strawberry,strawberry, strawberry Kool-Aid,1.0
121889,1.0,packages,strawberry,strawberry, strawberry Jell-O,0.5
121918,0.25,lbs,pork,pork," pork, chopped",0.11325
121918,4.0,tablespoons,onion,onion, onion,0.056
121933,3.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.042
121933,1.0,teaspoons,mustard,mustard, mustard,0.005
121945,1.0,lbs,chicken,chicken, chicken,0.453
121945,4.0,teaspoons,onion,onion, minced onion,0.02
121952,1.0,cups,tomato,tomato," peeled, chopped tomato, drained",0.236
121952,0.75,cups,cucumber,cucumber, finely chopped cucumber,0.177
121964,12.0,ounces,chicken,chicken," uncooked chicken, skinned",0.336
121964,0.5,cups,onion,onion, onion,0.118
121971,0.5,lbs,bacon,bacon," bacon, cut in 3/4-inch pieces",0.2265
121971,0.3333333333333333,cups,onion,onion, finely chopped onion,0.07866666666666666
121978,1.0,ounces,beef,beef," jar dried beef, rinsed and chopped",0.028
121978,4.0,teaspoons,onion,onion, minced onion,0.02
121980,1.0,bunches,broccoli,broccoli, broccoli,0.5
121980,2.0,tablespoons,onion,onion, onion,0.028
121981,2.0,lbs,hamburger,hamburger, hamburger,0.906
121981,2.0,lbs,bacon,bacon, bacon,0.906
121981,4.0,cups,onion,onion, chopped onion,0.944
121981,4.0,teaspoons,mustard,mustard, mustard,0.02
121988,2.0,cups,chicken,chicken, chopped cooked chicken,0.472
121988,0.25,cups,onion,onion, chopped onion,0.059
121988,0.5,cups,mustard,mustard, prepared Dijon mustard,0.118
121993,1.0,cups,ham,ham," diced smoked ham or 8 strips bacon, diced",0.236
121993,0.5,cups,onion,onion, sliced onion,0.118
122000,1.0,lbs,sausage,sausage, sausage,0.453
122000,1.5,cups,buttermilk,buttermilk, buttermilk,0.354
122004,16.0,ounces,bacon,bacon," bacon, crisp, cooked and crumbled",0.448
122004,1.0,cups,mayonnaise,mayonnaise, mayonnaise or salad dressing,0.236
122009,1.0,lbs,sausage,sausage, sausage,0.453
122009,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
122012,4.0,cups,cabbage,cabbage, shredded raw cabbage,0.944
122012,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
122060,1.0,cups,pork,pork," pork, sliced thinly",0.236
122060,1.0,cups,shrimp,shrimp," medium size shrimp, shelled",0.236
122074,12.0,ounces,macaroni,macaroni, macaroni,0.336
122074,0.25,cups,onion,onion, chopped onion,0.059
122074,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
122127,1.0,heads,cauliflower,cauliflower, cauliflower,1.0
122127,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122135,13.5,ounces,pineapple,pineapple, can pineapple tidbits (undrained),0.378
122135,1.0,tablespoons,mustard,mustard, mustard,0.014
122141,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122141,2.0,tablespoons,onion,onion, finely chopped onion,0.028
122152,0.5,cups,onion,onion, chopped onion,0.118
122152,4.5,ounces,shrimp,shrimp," can shrimp, drained and cut up",0.126
122152,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122165,4.0,cups,chicken,chicken," cooked chicken, chopped",0.944
122165,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122167,2.0,lbs,pork,pork, cans pork and beans,0.906
122167,2.0,tablespoons,mustard,mustard, mustard,0.028
122192,2.0,cups,pork,pork," cooked pork, cut into thin strips",0.472
122192,0.5,cups,onion,onion, onion,0.118
122209,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122209,17.0,ounces,pineapple,pineapple, can chunk pineapple,0.47600000000000003
122231,0.5,cups,mustard,mustard, Coleman's dry mustard,0.118
122231,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122247,6.0,ounces,shrimp,shrimp," shrimp, turkey, ham, pork or chicken, cubed",0.168
122247,0.25,cups,onion,onion, diced onion,0.059
122276,1.0,lbs,macaroni,macaroni," macaroni, cooked and drained",0.453
122276,8.0,ounces,cheese,cheese," cheese, cubed small",0.224
122283,1.0,lbs,chicken,chicken, chicken,0.453
122283,1.0,cups,buttermilk,buttermilk, buttermilk,0.236
122295,1.0,heads,cauliflower,cauliflower, cauliflower,1.0
122295,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
122295,1.0,lbs,bacon,bacon," bacon, fried crisp",0.453
122296,1.5,ounces,shrimp,shrimp," can shrimp, chopped",0.042
122296,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122306,2.0,ounces,broccoli,broccoli, pkg. frozen chopped broccoli,0.056
122306,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122306,4.0,tablespoons,onion,onion, chopped onion,0.056
122336,2.0,cups,chicken,chicken, cut up cooked chicken,0.472
122336,0.75,cups,mayonnaise,mayonnaise, mayonnaise,0.177
122336,0.75,cups,cheese,cheese, grated sharp cheese,0.177
122349,8.0,ounces,macaroni,macaroni, cooked macaroni,0.224
122349,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122350,2.0,bunches,broccoli,broccoli, raw broccoli or 12 large stalks,1.0
122350,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122367,1.0,lbs,hamburger,hamburger, hamburger meat,0.453
122367,0.25,cups,onion,onion, chopped onion,0.059
122383,3.0,cups,cabbage,cabbage, shredded cabbage,0.708
122383,1.0,jars,sauce,sauce, herb style spaghetti sauce,0.5
122396,2.0,cups,cabbage,cabbage, thinly shredded cabbage,0.472
122396,0.5,cups,onion,onion, chopped onion,0.118
122428,1.0,heads,cauliflower,cauliflower," cauliflower, in bite-sized pieces",1.0
122428,2.0,ounces,bacon,bacon," pkg. bacon, fried and crumbled",0.056
122428,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122439,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122439,1.0,tablespoons,onion,onion, grated onion,0.014
122444,2.0,lbs,chicken,chicken," chicken, cooked and boned",0.906
122444,4.0,teaspoons,onion,onion, minced onion,0.02
122448,1.0,lbs,hamburger,hamburger, hamburger,0.453
122448,0.5,lbs,cheese,cheese," cheese, cut up",0.2265
122452,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
122452,1.0,heads,broccoli,broccoli, broccoli,1.0
122452,1.0,heads,cauliflower,cauliflower, cauliflower,1.0
122466,1.0,ounces,pork,pork, can pork and beans with sauce,0.028
122466,1.0,teaspoons,mustard,mustard, prepared mustard,0.005
122466,0.25,cups,onion,onion, finely chopped onion,0.059
122470,2.0,cups,chicken,chicken," diced, cooked chicken or turkey",0.472
122470,2.0,teaspoons,onion,onion, grated onion,0.01
122498,1.0,tablespoons,mustard,mustard, mustard,0.014
122498,4.0,tablespoons,onion,onion, juice of onion,0.056
122501,2.0,packages,broccoli,broccoli, chopped broccoli,1.0
122501,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122507,0.5,cups,buttermilk,buttermilk, buttermilk,0.118
122507,0.5,cups,buttermilk,buttermilk, buttermilk,0.118
122509,1.25,ounces,ham,ham, can deviled ham,0.035
122509,1.0,teaspoons,mustard,mustard, prepared mustard,0.005
122547,2.0,lbs,ham,ham," chopped or boiled ham, sliced very thin or chopped",0.906
122547,0.5,cups,onion,onion, chopped onion,0.118
122547,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
122560,2.0,packages,broccoli,broccoli, chopped broccoli,1.0
122560,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122560,1.0,tablespoons,onion,onion," onion, chopped",0.014
122568,2.0,ounces,broccoli,broccoli," pkg. frozen chopped broccoli, cooked according to directions and drained well",0.056
122568,0.5,cups,mayonnaise,mayonnaise, mayonnaise (not salad dressing),0.118
122582,3.0,cups,chicken,chicken, chicken,0.708
122582,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122587,1.0,cups,onion,onion, chopped onion,0.236
122587,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122609,0.5,cups,onion,onion, chopped onion,0.118
122609,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122616,7.0,ounces,macaroni,macaroni, macaroni,0.196
122616,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122676,0.5,cups,onion,onion," onion, chopped",0.118
122676,10.0,pieces,chicken,chicken, chicken,5.0
122695,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122695,1.5,ounces,shrimp,shrimp, can shrimp or crabmeat,0.042
122725,0.5,lbs,bacon,bacon, bacon (cooked and crumbled),0.2265
122725,2.0,cups,mayonnaise,mayonnaise, mayonnaise,0.472
122729,2.0,packages,spinach,spinach, frozen chopped spinach,1.0
122729,0.5,cups,cheese,cheese, grated sharp cheese,0.118
122733,2.0,tablespoons,onion,onion, diced onion,0.028
122733,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
122733,0.75,teaspoons,mustard,mustard, mustard,0.00375
122733,0.5,teaspoons,onion,onion, grated onion,0.0025
122739,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122739,0.5,cups,onion,onion, chopped onion,0.118
122739,0.5,lbs,bacon,bacon," chopped, partially fried bacon",0.2265
122780,1.0,cups,tomato,tomato, chopped tomato,0.236
122780,2.0,teaspoons,honey,honey, honey,0.01
122814,1.0,cups,onion,onion, diced onion,0.236
122814,0.5,lbs,ham,ham, diced ham,0.2265
122817,2.0,cups,chicken,chicken," cooked chicken, cut in bite-size pieces",0.472
122817,0.5,cups,onion,onion, finely chopped onion,0.118
122829,0.5,cups,onion,onion, chopped onion,0.118
122829,16.0,ounces,macaroni,macaroni, macaroni,0.448
122840,1.0,ounces,chicken,chicken, can chicken,0.028
122840,0.3333333333333333,cups,mayonnaise,mayonnaise, mayonnaise,0.07866666666666666
122840,0.25,cups,onion,onion," fine, chopped onion",0.059
122840,1.0,tablespoons,mustard,mustard, prepared mustard,0.014
122841,1.0,lbs,sausage,sausage, mild sausage (bulk ground sausage),0.453
122841,28.0,ounces,sauce,sauce, bottle hickory BBQ sauce,0.784
122847,2.0,ounces,broccoli,broccoli, pkg. frozen chopped broccoli,0.056
122847,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122887,1.0,cups,onion,onion, chopped onion,0.236
122887,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122888,1.0,lbs,bacon,bacon, bacon or sausage,0.453
122888,12.0,ounces,cheese,cheese, grated sharp cheese,0.336
122929,1.5,cups,broccoli,broccoli," broccoli, chopped",0.354
122929,0.5,cups,cheese,cheese, shredded low-fat cheese,0.118
122931,2.0,cups,chicken,chicken," cut up, cooked chicken",0.472
122931,0.25,cups,onion,onion, chopped onion,0.059
122936,1.0,lbs,sausage,sausage, mild sausage,0.453
122936,1.0,lbs,hamburger,hamburger," hamburger, browned and drained",0.453
122941,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
122941,4.0,cups,chicken,chicken, diced chicken,0.944
122941,2.0,cups,pineapple,pineapple," pineapple chunks, drained",0.472
122944,0.5,cups,onion,onion, finely chopped onion,0.118
122944,8.0,ounces,shrimp,shrimp," uncooked shrimp, peeled and deveined",0.224
122949,2.0,packages,spinach,spinach, frozen chopped spinach,1.0
122949,0.25,cups,onion,onion, chopped onion,0.059
122949,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
122966,1.5,ounces,pineapple,pineapple," can crushed pineapple, drained",0.042
122966,2.0,tablespoons,onion,onion, finely chopped onion,0.028
122998,4.0,cups,cabbage,cabbage, shredded cabbage,0.944
122998,0.5,cups,mayonnaise,mayonnaise, pure mayonnaise,0.118
122998,0.3333333333333333,cups,onion,onion, minced onion,0.07866666666666666
123010,1.0,cups,apple,apple, finely chopped apple,0.236
123010,0.5,cups,honey,honey, honey,0.118
123018,2.0,tablespoons,mayonnaise,mayonnaise, mayonnaise,0.028
123018,2.0,tablespoons,onion,onion, minced onion,0.028
123032,2.0,tablespoons,onion,onion, minced onion,0.028
123032,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
123032,1.0,cups,cheese,cheese, small curd cottage cheese,0.236
123044,2.0,cups,chicken,chicken," cooked chicken, cubed",0.472
123044,10.0,ounces,broccoli,broccoli," broccoli, chopped",0.28
123044,0.5,cups,onion,onion," onion, chopped",0.118
123061,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
123061,0.5,cups,onion,onion," onion, chopped",0.118
123062,0.5,lbs,salmon,salmon," canned salmon, drained, flaked and boned",0.2265
123062,2.0,tablespoons,onion,onion, grated onion,0.028
123089,1.0,lbs,bacon,bacon," bacon, cooked crisp and crumbled",0.453
123089,1.0,heads,cauliflower,cauliflower," cauliflower, thinly sliced",1.0
123105,1.5,lbs,hamburger,hamburger, hamburger,0.6795
123105,0.5,cups,onion,onion, finely chopped onion,0.118
123112,1.5,cups,shrimp,shrimp, boiled shrimp,0.354
123112,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
123112,0.5,cups,mustard,mustard, mustard,0.118
123119,1.5,cups,ham,ham," chopped ham, fully cooked",0.354
123119,0.5,cups,onion,onion, chopped onion,0.118
123136,1.0,teaspoons,mayonnaise,mayonnaise, mayonnaise,0.005
123136,1.0,teaspoons,mustard,mustard, mustard,0.005
123149,1.0,cups,onion,onion, chopped onion,0.236
123149,2.5,cups,chicken,chicken, cooked chicken (ham or turkey can be used),0.59
123151,1.0,lbs,broccoli,broccoli," broccoli, cut into spears, cooked and drained",0.453
123151,1.0,cups,chicken,chicken, cubed cooked chicken,0.236
123184,2.0,ounces,broccoli,broccoli, broccoli (frozen),0.056
123184,2.0,cups,cheese,cheese," cheese, grated (Cheddar)",0.472
123209,1.0,cups,onion,onion, chopped onion,0.236
123209,8.0,ounces,ham,ham," cooked ham, cut in small chunks (about 2 c.)",0.224
123213,0.5,cups,onion,onion, chopped onion,0.118
123213,3.0,cups,chicken,chicken," diced, cooked chicken",0.708
123277,1.0,cups,mayonnaise,mayonnaise, mayonnaise,0.236
123277,1.0,tablespoons,onion,onion, grated onion,0.014
123289,1.0,ounces,broccoli,broccoli, pkg. frozen chopped broccoli,0.028
123289,0.5,cups,mayonnaise,mayonnaise, mayonnaise,0.118
123308,0.25,cups,onion,onion, onion,0.059
123308,0.5,cups,cheese,cheese," cheese, shredded",0.118
